source_sha256,unit_id,container_node_path,div_path_filter,decision_default,text_role_default,expected_candidate_nodes,basis,source,status,decided_on
cd1804a1d44238097ca3a8679f74f0389b1f3b8c2a3c1953ba48d2addd656cf3,A06343,/*/*[2]/*[2],play>act,include,,4,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 119 chars/node, 4 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3ae5199db148e3f4dc4a36d236210c02d71aa8040b5615e5dafda057a673bcfc,A06480,/*/*[2]/*[2],text,include,,9,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 51 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3fabbc71d45a413bb809e6d3b706e05014c82ad85b96a49bd9b5649989124ed9,A00725,/*/*[2]/*[2],play>act>scene>song,include,,14,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 14 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
5d853329659049b2fcfcb895c55b418d734210124639e526a3ddf4b179815c79,A07978,/*/*[2]/*[2],epilogue,include,epilogue,10,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 10 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
6c17e67faf4b0db20d7ddf45d4a0c7c53e99e0416b7bbee7cd4eaccc551f76b4,A00958,/*/*[2]/*[2],text>song,include,,12,"INCLUDE: verse lines outside <sp> inside a performance div chain (text>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 12 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
ac5681ba19763fe920947b04ea1a479e7ba46b3abc1c903b132a40a1663caee3,A01853,/*/*[2]/*[2],text_of_drama>act>scene>song,include,,20,"INCLUDE: verse lines outside <sp> inside a performance div chain (text_of_drama>act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 22 chars/node, 20 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
124af5611b3ee20ee4b1dc77b15b7affd061db351a853406babf37d49d013f62,A11981,/*/*[2]/*[2],text,include,,15,"INCLUDE: verse lines outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 30 chars/node, 15 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.5,/*/*[2]/*[2]/*[5],play>act>scene,include,,11,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 11 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
18e237c2f94d552a6d736563a6c723821302d61a627ee87b39991d6d218d8f5b,A04645,/*/*[2]/*[2],play>act>scene,include,,2,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 220 chars/node, 2 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
b96961765e29975f25bdabca172e583bf18b73d7dda6b4882ef60edeee4f9543,A12129,/*/*[2]/*[2],masque>act>song,include,,14,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (masque>act>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 31 chars/node, 14 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
fbdc984f6619b67b28c02a28106c4f53cf4943793faeb7f4eb455e7d74383044,A02827,/*/*[2]/*[2],play>epilogue,include,epilogue,10,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 10 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
95ac59760235c334f68d57c29c06080567ddce568d277b1285fbf02e73ecb164,A12010,/*/*[2]/*[2],text,include,,3,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 143 chars/node, 3 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
32234bd2d536608f4cd8920f2c2c34639c28d03395d5c16acc5a400483ba7b69,A12136,/*/*[2]/*[2],play>act,include,,1,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 421 chars/node, 1 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
de6c122e5e870a03c50a9db64d925006e1ad9533677dba5d4d3361af80023109,A13840,/*/*[2]/*[2],act,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 59 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3932d374227160609d6e557c4fc0d9bb80167163fbbd59bc485007beb04a8430,A11205,/*/*[2]/*[2],epitaph,exclude,,10,"EXCLUDE: appended Latin epitaph (inscription) (worksheet row read: 10 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
6bbc3752116058086922e20785bf92fdd48044f3e8954c995924a2984ed3d537,A06252,/*/*[2]/*[2],act,include,,12,"INCLUDE: verse lines outside <sp> inside a performance div chain (act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 34 chars/node, 12 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
2c4869683721dbe4c4d7d01e20fa6d59e992550b5c528fc5ac129fbcd719d287,A09232,/*/*[2]/*[2],text,include,,11,"INCLUDE: verse lines outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 11 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
0555ca9739b933ede90d351eff0002760b4f65b696897d87a65c5f19c923d722,A13804,/*/*[2]/*[2],play>epilogue,include,epilogue,9,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
036e256b7ce45a66ab7838cd2366ace8686df6cd4957478f946d25a62eb4d187,A00959,/*/*[2]/*[2],play>act>scene,include,,12,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 33 chars/node, 12 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f7a3a8c062288a2c95fa5324b3fafea120cd7c7265b69bef5ec87d5aa494a44e,A20076,/*/*[2]/*[2],text>song,include,,12,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 12 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f7a3a8c062288a2c95fa5324b3fafea120cd7c7265b69bef5ec87d5aa494a44e,A20076,/*/*[2]/*[2],text,include,,12,"INCLUDE: verse lines outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 12 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
4c5d3ccbd08c17b1ae268baf6589477a975ef31240542db8d6d13d5280c28d4e,A07241,/*/*[2]/*[2],epilogue,include,epilogue,9,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
d0c0676e385a028f36833dea9c6651033c61e9f6f8fac611688b7ce0b7940f85,A09228,/*/*[2]/*[2],text>play>song,include,,10,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text>play>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 10 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f2021fc93b7cd374d7406d96d43866fea8345229be2253181feb44234d3c8e5e,A15517,/*/*[2]/*[2],play,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 53 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
4ffc5258b8dc9224fd2e90bbe65c1f119714e0865c088ebf0fa66e04a0eb9b52,A17968,/*/*[2]/*[2],epilogue,include,epilogue,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 46 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
5362adc29e86ff8634a49ecba45ada341fbf330d2948eba11bb2131f20d2c632,A07237,/*/*[2]/*[2],play>act>scene,include,,3,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 122 chars/node, 3 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
53c535a59d7ed7d4ea31ea172f342bcccd210af96c1cab23bd652950fb9c5f12,A07004.1,/*/*[2]/*[2]/*[1],play>prologue,include,prologue,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3932d374227160609d6e557c4fc0d9bb80167163fbbd59bc485007beb04a8430,A11205,/*/*[2]/*[2],play>epilogue,include,epilogue,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
1acba45f31d6bca934425ccabf8e38a7265c77dbe9a2c5a638bb92bc707a535a,A07498,/*/*[2]/*[2],drama>act,include,,10,"INCLUDE: verse lines outside <sp> inside a performance div chain (drama>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 35 chars/node, 10 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
6de5750683f9b2c2603f6564f0c935d0d8a14c532f8622fa05adc04709d8bca8,A68468,/*/*[2]/*[2],play>act>scene,include,,9,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
cda4834c298dd831de20e79205f3d8fded99165ec0807039b3ac8f441467e065,A00960,/*/*[2]/*[2],epilogue,include,epilogue,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
c973e093f6f91091a67815fe83416183ae6db1ca53df6ebf43a47f486e150652,A03197,/*/*[2]/*[2],play,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 46 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
83654a1299c2c11f46f9d1d61e2673f6387c3c3987d6aeb77cde91402edd4291,A01836,/*/*[2]/*[2],play>act>scene,include,,8,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f9460a9c2a1348e2cda84947b580445fcd763fc0303f5924bf932bb63edff5c2,A03224.1.2,/*/*[2]/*/*/*[6],play>part,exclude,,1,"EXCLUDE: argument (verse summary of the part) (worksheet row read: 1 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
5bf95bb48179407c696e4987f4b331981723a8fa33e5b6ed7619a18482b11c08,A07974,/*/*[2]/*[2],play>act>epilogue,include,epilogue,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
db80c5de4bfa73a638d7bc47483bd5ba9c7810898cc5add3e7d23ced3b75c1a6,A15979,/*/*[2]/*,masque,include,,8,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (masque); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 39 chars/node, 8 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
4093871e5b95faa61f1e68e38ae47af6c33aa17271615883e9660034ad75d30d,A11991,/*/*[2]/*[2],text,include,,9,"INCLUDE: verse lines outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 33 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
78f6a517b2b8971278f99da8a867a2385066e99d83c32e5e6dae8af46387235d,A07052,/*/*[2]/*[2],play>act>scene,include,,6,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 50 chars/node, 6 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
7d3d9aab15fb14d562a1ee678aded638ebb0d358380ace244313af136947797a,A12142,/*/*[2]/*[2],play>act,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
a398ad4f201c6a4a48952df2caea2cc63d5ce0dd934c440e02de6e16d44a4e1b,A19876,/*/*[2]/*[2],play>act>song,include,,9,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
d345521961193271d2fe553108f182991b11c3bc3856fdcc3060896b6744fddc,A07859,/*/*[2]/*[2],masque,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (masque); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
2187a659d6c62f8ecada595ffd5e6ca32f46d4631c0e550762ca53db93dc8b7c,A03258,/*/*[2]/*[2],act_and_scene,include,,2,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (act_and_scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 144 chars/node, 2 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
7685bc07bf9763745ac3515d5093bbabc8ef6ca97fd46ef6113292a1eb5ae2bc,A01424,/*/*[2]/*[2],dialogue,include,,2,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (dialogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 141 chars/node, 2 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
d01bbbf2342c01c9cc288a0ba87e7529fb579663c9151f718f966d0e784e8ead,A09220,/*/*[2]/*[2],act>scene>song,include,,6,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 47 chars/node, 6 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
e0b2840341ea2931d22dad690e6450cd82947c82f8ad2b821400fc88a7d70e21,A04604,/*/*[2]/*[2],text>act>scene,include,,1,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 280 chars/node, 1 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
345c4872c9732abb54dcbe3d9859ec4da3ccf8303b37c3de36320d807be88511,A01052,/*/*[2]/*[2],epilogue,include,epilogue,9,"INCLUDE: verse lines outside <sp> inside a performance div chain (epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 31 chars/node, 9 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
a005cad1b2eb28153d04285168b75353e38861b71ee243b1de3af145cb2b14ff,A02749,/*/*[2]/*[1],play>act,include,,2,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 134 chars/node, 2 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
c0a1c0ac3501d16d5599e73ff73d828eb6932b5f8c48bd3a629f32be9db5e672,A15515,/*/*[2]/*[2],play>song,include,,6,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 6 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
bb83f2aee097d6e482b253ed66f9654d825c3ce9e81c6a23f0db324046a07f5e,A20100,/*/*[2]/*[2],song,include,,10,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 26 chars/node, 10 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
e9ea6059eb1eed8751839291fc396929001fc058ea714aa0f36b241039d4084c,A10726,/*/*[2]/*[2],play,exclude,,1,"EXCLUDE: stage direction encoded as <p> (Alarmes to the battell...) (worksheet row read: 1 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
c5edcbbab3c061a7849a2099e3d57f341b2a9a48eb5e2a33b9e0d0c1d77642dc,A19182,/*/*[2]/*[2],play>epilogue,include,epilogue,6,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 6 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
